method,m,l2_penalty,image,per_pixel_error,latent_norm
fcvae-20,75,0.0,4,0.0034662346239032354,6.078014373779297
fcvae-20,75,0.0,5,0.010185993298123608,4.073111534118652
fcvae-20,75,0.0,6,0.014997241152955,8.522404670715332
fcvae-20,75,0.0,7,0.0021968392886645136,5.960625648498535
fcvae-20,75,0.0,8,0.02334781227858826,11.013496398925781
fcvae-20,75,0.0,9,0.00480404363555726,8.307676315307617
fcvae-20,75,0.01,0,0.0021243946369649954,6.214915752410889
fcvae-20,75,0.01,1,0.022016063509446068,7.699457168579102
fcvae-20,75,0.01,2,0.005306732119856676,9.062200546264648
fcvae-20,75,0.01,3,0.0035582224296394393,5.264746189117432
fcvae-20,75,0.01,4,0.00324361278334784,4.318169593811035
fcvae-20,75,0.01,5,0.009967929361824796,3.7809579372406006
fcvae-20,75,0.01,6,0.014646465141341831,7.496616840362549
fcvae-20,75,0.01,7,0.0024086765392078244,3.8946614265441895
fcvae-20,75,0.01,8,0.021151088208426927,9.613701820373535
fcvae-20,75,0.01,9,0.005101114906023622,6.680820941925049
fcvae-20,75,0.1,0,0.00295304950464185,3.5967857837677
fcvae-20,75,0.1,1,0.021346392772636783,6.475552082061768
fcvae-20,75,0.1,2,0.0073716899735443014,4.679468154907227
fcvae-20,75,0.1,3,0.004598317054274774,3.780019521713257
fcvae-20,75,0.1,4,0.003010782579282771,3.069517135620117
fcvae-20,75,0.1,5,0.0097100285304467,3.357302188873291
fcvae-20,75,0.1,6,0.014325761682721615,5.305733680725098
fcvae-20,75,0.1,7,0.0029538694858618486,2.3131237030029297
fcvae-20,75,0.1,8,0.013007963302805025,3.674006223678589
fcvae-20,75,0.1,9,0.007284623881351519,4.730534553527832
fcvae-20,75,1.0,0,0.006866862753359045,2.1228859424591064
fcvae-20,75,1.0,1,0.03883234497485618,2.8468384742736816
fcvae-20,75,1.0,2,0.012493229654301913,2.716881513595581
fcvae-20,75,1.0,3,0.009516255715638126,2.7144176959991455
fcvae-20,75,1.0,4,0.005357179200601639,1.9614851474761963
fcvae-20,75,1.0,5,0.011110107404356754,2.7417805194854736
fcvae-20,75,1.0,6,0.0208179719204702,3.2770721912384033
fcvae-20,75,1.0,7,0.004106208112334507,1.7840826511383057
fcvae-20,75,1.0,8,0.016644199760135273,2.587212085723877
fcvae-20,75,1.0,9,0.019224636434039585,2.2936503887176514
vae-20,100,0.0,0,0.002205770986696241,8.017513275146484
vae-20,100,0.0,1,0.0180397727070808,13.004867553710938
vae-20,100,0.0,2,0.008854955773376385,8.965099334716797
vae-20,100,0.0,3,0.0034233602513511065,9.512287139892578
vae-20,100,0.0,4,0.002757873959775969,8.581371307373047
vae-20,100,0.0,5,0.0076800922690976004,10.656940460205078
vae-20,100,0.0,6,0.014945166006305305,8.864019393920898
vae-20,100,0.0,7,0.0017544421407588717,10.957146644592285
vae-20,100,0.0,8,0.006806527827544019,11.928007125854492
vae-20,100,0.0,9,0.004460924261188192,8.038424491882324
vae-20,100,0.01,0,0.0024184207537636423,5.454437255859375
vae-20,100,0.01,1,0.01869605401268709,9.472679138183594
vae-20,100,0.01,2,0.009085971795372533,7.645528793334961
vae-20,100,0.01,3,0.0035492324588393635,5.8279314041137695
vae-20,100,0.01,4,0.002684483701992531,3.9595518112182617
vae-20,100,0.01,5,0.007721224738944196,7.68634557723999
vae-20,100,0.01,6,0.015318119401226096,6.7626423835754395
vae-20,100,0.01,7,0.002070913762177168,5.296200275421143
vae-20,100,0.01,8,0.007283645518937682,8.828447341918945
vae-20,100,0.01,9,0.004523153405702197,6.045811653137207
vae-20,100,0.1,0,0.002998805486779518,3.4425723552703857
vae-20,100,0.1,1,0.020413916548624376,4.892399787902832
vae-20,100,0.1,2,0.009474822541658224,3.7698211669921875
vae-20,100,0.1,3,0.004107976879308774,4.142455101013184
vae-20,100,0.1,4,0.002950086697586588,2.262148857116699
vae-20,100,0.1,5,0.009325453104780071,3.799678325653076
vae-20,100,0.1,6,0.015392353993479541,4.018127918243408
vae-20,100,0.1,7,0.002297024900502067,3.0016725063323975
vae-20,100,0.1,8,0.008674308198304217,4.9167585372924805
vae-20,100,0.1,9,0.005159061957544944,4.139107704162598
vae-20,100,1.0,0,0.005809374421628236,2.158003091812134
vae-20,100,1.0,1,0.04529690352938139,2.837891101837158
vae-20,100,1.0,2,0.012001437745165617,3.115610361099243
vae-20,100,1.0,3,0.007350752239314373,2.9261796474456787
vae-20,100,1.0,4,0.0041337254144218506,1.7191429138183594
vae-20,100,1.0,5,0.010733703017844175,3.0192270278930664
vae-20,100,1.0,6,0.017171470027107737,3.159485101699829
vae-20,100,1.0,7,0.004393664284313738,2.0272791385650635
vae-20,100,1.0,8,0.014553752248650475,3.4088220596313477
vae-20,100,1.0,9,0.009506548911577026,3.1040399074554443
vae-30,100,0.0,0,0.0015128206711220282,10.283933639526367
vae-30,100,0.0,1,0.02297265169762484,16.77301025390625
vae-30,100,0.0,2,0.0062962812711409655,15.103367805480957
vae-30,100,0.0,3,0.003242147168751345,11.832987785339355
vae-30,100,0.0,4,0.0025905075184589226,9.764873504638672
vae-30,100,0.0,5,0.00509117951883232,14.128896713256836
vae-30,100,0.0,6,0.009033149296191768,13.697668075561523
vae-30,100,0.0,7,0.0022025521595289157,8.512887954711914
vae-30,100,0.0,8,0.00763222004593292,13.063813209533691
vae-30,100,0.0,9,0.00371727170712271,12.315871238708496
vae-30,100,0.01,0,0.0017361331620884691,5.396341800689697
vae-30,100,0.01,1,0.01883805485661267,9.784126281738281
vae-30,100,0.01,2,0.007149184696664516,9.640215873718262
vae-30,100,0.01,3,0.004122645279014537,5.254689693450928
vae-30,100,0.01,4,0.0026644365559739076,4.680915355682373
vae-30,100,0.01,5,0.005894250421559037,8.125587463378906
vae-30,100,0.01,6,0.009480100997028253,9.610313415527344
vae-30,100,0.01,7,0.002251376323873552,4.586815357208252
vae-30,100,0.01,8,0.008186562606733894,9.946208953857422
vae-30,100,0.01,9,0.004417901888076111,7.009274959564209
vae-30,100,0.1,0,0.002093829328572634,3.6512503623962402
vae-30,100,0.1,1,0.027228600651066442,4.751630783081055
vae-30,100,0.1,2,0.008451655654037186,4.217875957489014
vae-30,100,0.1,3,0.00406426824459783,3.6614267826080322
vae-30,100,0.1,4,0.002905625998724287,2.528036117553711
vae-30,100,0.1,5,0.007639893658078464,4.262969493865967
vae-30,100,0.1,6,0.012937490656246638,5.08121919631958
vae-30,100,0.1,7,0.0023327000170368845,3.6184237003326416
vae-30,100,0.1,8,0.010352774847949829,5.147779941558838
vae-30,100,0.1,9,0.005227090735048035,4.391972064971924
vae-30,100,1.0,0,0.006033982898780317,2.4175281524658203
vae-30,100,1.0,1,0.04540856074976262,3.0089423656463623
vae-30,100,1.0,2,0.012959394171481863,3.0388736724853516
vae-30,100,1.0,3,0.006572522742786091,2.945683002471924
vae-30,100,1.0,4,0.004138692676359045,1.854433298110962
vae-30,100,1.0,5,0.010024592881707917,3.152475118637085
vae-30,100,1.0,6,0.018534375909934547,3.0789711475372314
vae-30,100,1.0,7,0.004087834561296938,2.051007032394409
vae-30,100,1.0,8,0.017202857784819073,3.38081693649292
vae-30,100,1.0,9,0.012282963088939608,3.265831232070923
fcvae-20,100,0.0,0,0.0019481774237070785,9.538948059082031
fcvae-20,100,0.0,1,0.02296906965140462,7.951183795928955
fcvae-20,100,0.0,2,0.00422987483854675,11.918164253234863
fcvae-20,100,0.0,3,0.0029239012060682224,7.042137622833252
fcvae-20,100,0.0,4,0.0026825094362261286,5.138245105743408
fcvae-20,100,0.0,5,0.008118795025828032,5.6338791847229
fcvae-20,100,0.0,6,0.013845271800973799,10.491944313049316
fcvae-20,100,0.0,7,0.0019433339716416968,6.703477382659912
fcvae-20,100,0.0,8,0.01061512587668949,9.054941177368164
fcvae-20,100,0.0,9,0.0044089324796601536,8.876681327819824
fcvae-20,100,0.01,0,0.0019220773414517155,6.625617027282715
fcvae-20,100,0.01,1,0.022737219121650148,7.404666900634766
fcvae-20,100,0.01,2,0.005143074941141034,8.771994590759277
fcvae-20,100,0.01,3,0.0030171494088986677,6.015292167663574
fcvae-20,100,0.01,4,0.002664237108886392,4.744237899780273
fcvae-20,100,0.01,5,0.007915091707688343,4.930546760559082
fcvae-20,100,0.01,6,0.012779420774803473,8.531078338623047
fcvae-20,100,0.01,7,0.0019780576702564667,4.942807197570801
fcvae-20,100,0.01,8,0.010910705394078919,6.953978061676025
fcvae-20,100,0.01,9,0.004355001940123281,7.024296283721924
fcvae-20,100,0.1,0,0.0027320499525430295,3.661162853240967
fcvae-20,100,0.1,1,0.02205976266443222,5.25527286529541
fcvae-20,100,0.1,2,0.008102983305180129,4.170397758483887
fcvae-20,100,0.1,3,0.0040830047514441485,4.156096935272217
fcvae-20,100,0.1,4,0.00283686002517542,2.8572659492492676
fcvae-20,100,0.1,5,0.007736125823867979,3.7932376861572266
fcvae-20,100,0.1,6,0.012860607232748452,5.742335796356201
fcvae-20,100,0.1,7,0.0024632342441953527,2.7028284072875977
fcvae-20,100,0.1,8,0.011022040605216017,4.47398042678833
fcvae-20,100,0.1,9,0.00584521214130076,4.768026351928711
fcvae-20,100,1.0,0,0.006490459331970206,2.106367349624634
fcvae-20,100,1.0,1,0.03234340129462045,3.019846200942993
fcvae-20,100,1.0,2,0.013664064706604381,2.62614369392395
fcvae-20,100,1.0,3,0.009616035382163237,2.7615835666656494
fcvae-20,100,1.0,4,0.005235959679410276,1.9162811040878296
fcvae-20,100,1.0,5,0.009151743620454024,2.7819740772247314
fcvae-20,100,1.0,6,0.018759828263008822,3.328782796859741
fcvae-20,100,1.0,7,0.0037995207185829525,1.8333568572998047
fcvae-20,100,1.0,8,0.01342325999988069,2.9265811443328857
fcvae-20,100,1.0,9,0.01600826856538985,2.384033441543579
vae-20,200,0.0,0,0.001969966011226084,9.331297874450684
vae-20,200,0.0,1,0.012036736840693979,11.413202285766602
vae-20,200,0.0,2,0.008733885994412263,10.29041862487793
vae-20,200,0.0,3,0.003011677947362715,7.552934646606445
vae-20,200,0.0,4,0.002410921344336294,8.00074577331543
vae-20,200,0.0,5,0.006469707037075133,9.895525932312012
vae-20,200,0.0,6,0.013594723314106123,10.009561538696289
vae-20,200,0.0,7,0.0018347837276707505,9.357068061828613
vae-20,200,0.0,8,0.0062252959169180905,12.69507122039795
vae-20,200,0.0,9,0.0038949760411266885,11.978960990905762
vae-20,200,0.01,0,0.0022691299721889777,5.941111087799072
vae-20,200,0.01,1,0.012149161743556042,9.478614807128906
vae-20,200,0.01,2,0.009081195715558982,6.397707939147949
vae-20,200,0.01,3,0.003226464267036388,5.531080722808838
vae-20,200,0.01,4,0.0027185146021928915,3.51259183883667
vae-20,200,0.01,5,0.0068758327265884475,7.5254974365234375
vae-20,200,0.01,6,0.013415982348411867,7.797865867614746
vae-20,200,0.01,7,0.00205441326086757,4.434410095214844
vae-20,200,0.01,8,0.0067644254257588545,8.99560260772705
vae-20,200,0.01,9,0.004137976053553754,7.420603275299072
vae-20,200,0.1,0,0.0032406150415721538,3.3989078998565674
vae-20,200,0.1,1,0.013535213368301529,5.896320819854736
vae-20,200,0.1,2,0.009481540246822929,3.567502021789551
vae-20,200,0.1,3,0.0038473377567738,3.8936514854431152
vae-20,200,0.1,4,0.0028882154709245875,2.3288042545318604
vae-20,200,0.1,5,0.008823740368304321,3.9337596893310547
vae-20,200,0.1,6,0.014566470327356747,4.041898727416992
vae-20,200,0.1,7,0.002294728517099702,2.8712146282196045
vae-20,200,0.1,8,0.008461359765291507,4.729940414428711
vae-20,200,0.1,9,0.00522509146008516,4.184062480926514
vae-20,200,1.0,0,0.00554305672468032,2.1960442066192627
vae-20,200,1.0,1,0.01996627478438064,4.349560737609863
vae-20,200,1.0,2,0.011309110941954586,3.0691092014312744
vae-20,200,1.0,3,0.0071587705575212775,2.914677619934082
vae-20,200,1.0,4,0.004440924137808796,1.6835237741470337
vae-20,200,1.0,5,0.010921915376940827,2.953763008117676
vae-20,200,1.0,6,0.01658785753929443,3.1455740928649902
vae-20,200,1.0,7,0.004385245105565184,2.0210490226745605
vae-20,200,1.0,8,0.014412263121893648,3.3351049423217773
vae-20,200,1.0,9,0.010876355760205953,2.9470205307006836
vae-30,200,0.0,0,0.0013789265901864572,10.621837615966797
vae-30,200,0.0,1,0.016186901363560463,17.752037048339844
vae-30,200,0.0,2,0.005108668354986353,14.693514823913574
vae-30,200,0.0,3,0.0027870712649429048,10.885025978088379
vae-30,200,0.0,4,0.002073340051686115,9.197979927062988
vae-30,200,0.0,5,0.00407631785718829,14.051517486572266
vae-30,200,0.0,6,0.007654456623735621,15.164755821228027
vae-30,200,0.0,7,0.0021785200484367847,9.541971206665039
vae-30,200,0.0,8,0.00723375135156246,14.373005867004395
vae-30,200,0.0,9,0.003263213152408514,14.04967975616455
vae-30,200,0.01,0,0.001693047054134843,5.051036834716797
vae-30,200,0.01,1,0.01382572494931785,12.388614654541016
vae-30,200,0.01,2,0.006093194749992592,8.564529418945312
vae-30,200,0.01,3,0.003259330741651369,5.520905494689941
vae-30,200,0.01,4,0.0023816721920819255,5.043201446533203
vae-30,200,0.01,5,0.004944961731577578,8.489578247070312
vae-30,200,0.01,6,0.008183428580721276,10.727607727050781
vae-30,200,0.01,7,0.0022372756313040402,5.081707000732422
vae-30,200,0.01,8,0.007628568023602168,9.45439338684082
vae-30,200,0.01,9,0.0037059103421477686,7.9007568359375
vae-30,200,0.1,0,0.002112199710482495,3.550071954727173
vae-30,200,0.1,1,0.014342173388142278,6.458410739898682
vae-30,200,0.1,2,0.00792494139179491,3.964151382446289
vae-30,200,0.1,3,0.0036212560463856993,3.8557324409484863
vae-30,200,0.1,4,0.0028414404978531634,2.4944541454315186
vae-30,200,0.1,5,0.006594469003146995,4.204798698425293
vae-30,200,0.1,6,0.011115504340580173,5.156264781951904
vae-30,200,0.1,7,0.0023647279260632895,2.728039264678955
vae-30,200,0.1,8,0.009663298627368856,5.015285491943359
vae-30,200,0.1,9,0.005066234868083292,4.30893087387085
vae-30,200,1.0,0,0.005680624546170191,2.454829216003418
vae-30,200,1.0,1,0.03049045681947267,3.7799572944641113
vae-30,200,1.0,2,0.010793298977794996,3.0849814414978027
vae-30,200,1.0,3,0.005968406364441441,2.9903674125671387
vae-30,200,1.0,4,0.004421363179111124,1.8138705492019653
vae-30,200,1.0,5,0.009624614070630852,3.1025259494781494
vae-30,200,1.0,6,0.016388754681678053,3.1785783767700195
vae-30,200,1.0,7,0.0039380652614051034,2.0688161849975586
vae-30,200,1.0,8,0.017274994148269027,3.3286216259002686
vae-30,200,1.0,9,0.011523175421779986,3.2214436531066895
fcvae-20,200,0.0,0,0.0017033321841143053,9.246434211730957
fcvae-20,200,0.0,1,0.01751663986782231,8.411808013916016
fcvae-20,200,0.0,2,0.0038263707317984772,11.572968482971191
fcvae-20,200,0.0,3,0.0028403450566943838,7.474926471710205
fcvae-20,200,0.0,4,0.002705205831189646,7.233367919921875
fcvae-20,200,0.0,5,0.005900152176263557,6.340225696563721
fcvae-20,200,0.0,6,0.01120751740195997,9.550657272338867
fcvae-20,200,0.0,7,0.0019384206873412943,7.771110534667969
fcvae-20,200,0.0,8,0.008596500771409868,8.887765884399414
fcvae-20,200,0.0,9,0.004146331938851621,7.876803398132324
fcvae-20,200,0.01,0,0.0019282624236800741,5.736093044281006
fcvae-20,200,0.01,1,0.017326614542583385,7.655089855194092
fcvae-20,200,0.01,2,0.00439783294301221,8.98674201965332
fcvae-20,200,0.01,3,0.002966842749585221,5.6433281898498535
fcvae-20,200,0.01,4,0.002767128900354256,4.943317890167236
fcvae-20,200,0.01,5,0.0059287967490265995,5.6529130935668945
fcvae-20,200,0.01,6,0.011185433830363679,8.114221572875977
fcvae-20,200,0.01,7,0.002110916603513547,4.493480682373047
fcvae-20,200,0.01,8,0.008822475740479377,6.961012363433838
fcvae-20,200,0.01,9,0.004316695002669194,6.709164619445801
fcvae-20,200,0.1,0,0.0028569886275694183,3.4906091690063477
fcvae-20,200,0.1,1,0.01736361457243691,6.1903076171875
fcvae-20,200,0.1,2,0.006969809631947835,4.255582332611084
fcvae-20,200,0.1,3,0.0037845951433142498,4.163503170013428
fcvae-20,200,0.1,4,0.002983511699489762,2.7796125411987305
fcvae-20,200,0.1,5,0.006602589941303998,3.5449602603912354
fcvae-20,200,0.1,6,0.012226924794361473,5.539737701416016
fcvae-20,200,0.1,7,0.002543522089381583,2.5642590522766113
fcvae-20,200,0.1,8,0.009878461221824904,4.197475910186768
fcvae-20,200,0.1,9,0.005674239865270784,4.762021541595459
fcvae-20,200,1.0,0,0.006282611862214152,2.1399123668670654
fcvae-20,200,1.0,1,0.028771278046254876,3.2662107944488525
fcvae-20,200,1.0,2,0.0116301584051858,2.729175090789795
fcvae-20,200,1.0,3,0.00824548984557391,2.774780511856079
fcvae-20,200,1.0,4,0.004967549708203723,1.9849555492401123
fcvae-20,200,1.0,5,0.00899049166879567,2.7072112560272217
fcvae-20,200,1.0,6,0.018949593045776873,3.18192720413208
fcvae-20,200,1.0,7,0.003944254108851221,1.799135446548462
fcvae-20,200,1.0,8,0.015121297313457632,2.657843589782715
fcvae-20,200,1.0,9,0.014267450359667597,2.4562270641326904
vae-20,300,0.0,0,0.002131092959897382,9.061546325683594
vae-20,300,0.0,1,0.012122908452478733,11.32004451751709
vae-20,300,0.0,2,0.007940342117705976,11.143502235412598
vae-20,300,0.0,3,0.002874941929175506,9.59512996673584
vae-20,300,0.0,4,0.0024499656155825586,8.349291801452637
vae-20,300,0.0,5,0.006140071356304288,10.123104095458984
vae-20,300,0.0,6,0.013702874554908182,10.498251914978027
vae-20,300,0.0,7,0.001615489547363272,10.201862335205078
vae-20,300,0.0,8,0.00602649449814154,11.825363159179688
vae-20,300,0.0,9,0.0037480259891070314,13.682817459106445
vae-20,300,0.01,0,0.0022872639287595544,5.506132125854492
vae-20,300,0.01,1,0.012519941192366485,8.415773391723633
vae-20,300,0.01,2,0.008234982427162576,8.001849174499512
vae-20,300,0.01,3,0.0031160737020578927,5.999608516693115
vae-20,300,0.01,4,0.002787748092489029,3.3508317470550537
vae-20,300,0.01,5,0.0066677213590160475,7.402543067932129
vae-20,300,0.01,6,0.013976105020615451,7.600095272064209
vae-20,300,0.01,7,0.0018785944734444884,4.45161247253418
vae-20,300,0.01,8,0.006612851814757591,8.934635162353516
vae-20,300,0.01,9,0.00414276102477831,7.185938358306885
vae-20,300,0.1,0,0.002736797877018454,3.632584571838379
vae-20,300,0.1,1,0.013785639038929084,5.450567245483398
vae-20,300,0.1,2,0.009374664837998087,3.6576387882232666
vae-20,300,0.1,3,0.003798708337619282,3.9352309703826904
vae-20,300,0.1,4,0.0030097765582113487,2.262356758117676
vae-20,300,0.1,5,0.008063960518444418,3.897777557373047
vae-20,300,0.1,6,0.014930785464911698,4.097351551055908
vae-20,300,0.1,7,0.002241915276971751,2.916930913925171
vae-20,300,0.1,8,0.008298830088055945,4.562501907348633
vae-20,300,0.1,9,0.004887669554456137,4.240117073059082
vae-20,300,1.0,0,0.005009186562559346,2.283328056335449
vae-20,300,1.0,1,0.02505888674596313,3.5253169536590576
vae-20,300,1.0,2,0.011075176980468063,3.0968399047851562
vae-20,300,1.0,3,0.00784453376678943,2.8363826274871826
vae-20,300,1.0,4,0.004233196810760189,1.7309463024139404
vae-20,300,1.0,5,0.010427776537698396,3.0039002895355225
vae-20,300,1.0,6,0.016747757515144162,3.195976972579956
vae-20,300,1.0,7,0.004163487687867716,2.062723398208618
vae-20,300,1.0,8,0.014199802768190025,3.348780393600464
vae-20,300,1.0,9,0.008969265633357168,3.1374497413635254
vae-30,300,0.0,0,0.0014733031818743025,10.998433113098145
vae-30,300,0.0,1,0.016384368097783673,14.671830177307129
vae-30,300,0.0,2,0.004935609532725369,16.037700653076172
vae-30,300,0.0,3,0.0025929436517067718,12.232193946838379
vae-30,300,0.0,4,0.0022638060250555056,8.524565696716309
vae-30,300,0.0,5,0.0038454460328792126,13.721159934997559
vae-30,300,0.0,6,0.007799820072549473,14.067099571228027
vae-30,300,0.0,7,0.0019472949206219806,7.050836086273193
vae-30,300,0.0,8,0.00676140818309147,13.216706275939941
vae-30,300,0.0,9,0.003393671058037242,11.45341968536377
vae-30,300,0.01,0,0.001653035748021392,5.205016136169434
vae-30,300,0.01,1,0.01631092933531538,10.595962524414062
vae-30,300,0.01,2,0.006145393372430578,7.690047264099121
vae-30,300,0.01,3,0.0033392019166721665,5.969635009765625
vae-30,300,0.01,4,0.002470628968038138,4.557867050170898
vae-30,300,0.01,5,0.0045425751543852755,8.36483097076416
vae-30,300,0.01,6,0.008432299032081928,10.675435066223145
vae-30,300,0.01,7,0.0020099682696607143,4.263119220733643
vae-30,300,0.01,8,0.007836633966613308,9.059392929077148
vae-30,300,0.01,9,0.003695536581758933,7.991244316101074
vae-30,300,0.1,0,0.002019572634837191,3.7250919342041016
vae-30,300,0.1,1,0.01532334685016703,5.92612361907959
vae-30,300,0.1,2,0.007597526644526602,4.003612995147705
vae-30,300,0.1,3,0.003702897016861955,3.688401937484741
vae-30,300,0.1,4,0.002957514732670624,2.4059929847717285
vae-30,300,0.1,5,0.006307712850746735,4.312021255493164
vae-30,300,0.1,6,0.010985596214129353,5.226037979125977
vae-30,300,0.1,7,0.002320683909225112,3.0097148418426514
vae-30,300,0.1,8,0.009913656813046757,4.755237102508545
vae-30,300,0.1,9,0.004773629428131133,4.4836201667785645
vae-30,300,1.0,0,0.00492210272883666,2.5745913982391357
vae-30,300,1.0,1,0.02916035550503004,3.65371036529541
vae-30,300,1.0,2,0.009930848645799685,3.1559994220733643
vae-30,300,1.0,3,0.0062821401023171585,2.935068368911743
vae-30,300,1.0,4,0.004586309615833384,1.7830983400344849
vae-30,300,1.0,5,0.009759226744299684,3.101846218109131
vae-30,300,1.0,6,0.016359028912728214,3.2054169178009033
vae-30,300,1.0,7,0.0035629474780636628,2.1185615062713623
vae-30,300,1.0,8,0.014708346316956151,3.5098912715911865
vae-30,300,1.0,9,0.008910232272934965,3.4745047092437744
fcvae-20,300,0.0,0,0.0015417526688285329,11.239465713500977
fcvae-20,300,0.0,1,0.01763932174887364,7.251700401306152
fcvae-20,300,0.0,2,0.003668892703606641,11.832237243652344
fcvae-20,300,0.0,3,0.002794482502464241,6.920681953430176
fcvae-20,300,0.0,4,0.0026677823403087196,5.599033832550049
fcvae-20,300,0.0,5,0.005386276955978285,6.9096198081970215
fcvae-20,300,0.0,6,0.012335871723110126,10.200763702392578
fcvae-20,300,0.0,7,0.0018980346202016924,6.479139804840088
fcvae-20,300,0.0,8,0.008387358959676247,10.52246379852295
fcvae-20,300,0.0,9,0.0041677046830859606,9.006162643432617
fcvae-20,300,0.01,0,0.001717125737306785,6.677071571350098
fcvae-20,300,0.01,1,0.017608423598134474,6.728764057159424
fcvae-20,300,0.01,2,0.004112422445433305,9.665376663208008
fcvae-20,300,0.01,3,0.0029081238721805074,5.914937973022461
fcvae-20,300,0.01,4,0.00271651210135098,3.864438056945801
fcvae-20,300,0.01,5,0.0054465710102244,5.949695587158203
fcvae-20,300,0.01,6,0.012144570194117124,8.847976684570312
fcvae-20,300,0.01,7,0.001942301965657915,4.642584800720215
fcvae-20,300,0.01,8,0.008810611292805312,6.858728408813477
fcvae-20,300,0.01,9,0.004167056337812544,7.804180145263672
fcvae-20,300,0.1,0,0.002618273866263422,3.6709375381469727
fcvae-20,300,0.1,1,0.018400757372085765,5.4576897621154785
fcvae-20,300,0.1,2,0.006565357260976526,4.569824695587158
fcvae-20,300,0.1,3,0.0037586203188818483,4.190980911254883
fcvae-20,300,0.1,4,0.0030276143458020837,2.7301597595214844
fcvae-20,300,0.1,5,0.006383830590370566,3.6115052700042725
fcvae-20,300,0.1,6,0.012654835488151,5.653895378112793
fcvae-20,300,0.1,7,0.0024872538510528654,2.574195384979248
fcvae-20,300,0.1,8,0.009856450233358427,4.168086528778076
fcvae-20,300,0.1,9,0.00524661465006772,5.12415885925293
fcvae-20,300,1.0,0,0.006134680400464313,2.151444911956787
fcvae-20,300,1.0,1,0.028609350421403647,3.2374188899993896
fcvae-20,300,1.0,2,0.011658023173358985,2.749837636947632
fcvae-20,300,1.0,3,0.008506955315751661,2.7207367420196533
fcvae-20,300,1.0,4,0.0053873378088368775,1.9097888469696045
fcvae-20,300,1.0,5,0.008999004861912236,2.710233211517334
fcvae-20,300,1.0,6,0.018657326267792842,3.2448127269744873
fcvae-20,300,1.0,7,0.0035368242794494038,1.8668107986450195
fcvae-20,300,1.0,8,0.01459517149345835,2.7148473262786865
fcvae-20,300,1.0,9,0.01291403783380091,2.6581263542175293
vae-20,400,0.0,0,0.0018287923394003703,9.087896347045898
vae-20,400,0.0,1,0.011755346983737992,11.112809181213379
vae-20,400,0.0,2,0.007886935921519846,11.832223892211914
vae-20,400,0.0,3,0.002775053758852549,9.431570053100586
vae-20,400,0.0,4,0.0023177798887797116,8.089927673339844
vae-20,400,0.0,5,0.006262700778703097,10.5200834274292
vae-20,400,0.0,6,0.013650675869626042,9.811135292053223
vae-20,400,0.0,7,0.0017550529819686642,7.145362854003906
vae-20,400,0.0,8,0.006376889189439572,11.79750919342041
vae-20,400,0.0,9,0.003730531628362304,9.456400871276855
vae-20,400,0.01,0,0.0021415678312714575,5.6825666427612305
vae-20,400,0.01,1,0.012177231681714579,8.423806190490723
vae-20,400,0.01,2,0.00827275028555267,6.57515287399292
vae-20,400,0.01,3,0.003062907411507069,5.920185565948486
vae-20,400,0.01,4,0.0025620378972744306,4.0829668045043945
vae-20,400,0.01,5,0.006337803066515061,8.655057907104492
vae-20,400,0.01,6,0.013893908836337171,7.371774196624756
vae-20,400,0.01,7,0.0018758315891743982,4.398810386657715
vae-20,400,0.01,8,0.006919416357415748,7.761794090270996
vae-20,400,0.01,9,0.0039742310726038335,6.891838073730469
vae-20,400,0.1,0,0.0027577653662510335,3.549713134765625
vae-20,400,0.1,1,0.013504037160908696,5.651950836181641
vae-20,400,0.1,2,0.009218051634770932,3.5871472358703613
vae-20,400,0.1,3,0.0036991981904745223,3.864773988723755
vae-20,400,0.1,4,0.002855612715945022,2.233623504638672
vae-20,400,0.1,5,0.007840842383334786,3.9306833744049072
vae-20,400,0.1,6,0.015525750886669349,3.952204465866089
vae-20,400,0.1,7,0.0021685653656343985,3.011925458908081
vae-20,400,0.1,8,0.007994093738735579,4.768071174621582
vae-20,400,0.1,9,0.004809593500587869,4.27768611907959
vae-20,400,1.0,0,0.005127666238975682,2.2511556148529053
vae-20,400,1.0,1,0.02496683113000256,3.5196332931518555
vae-20,400,1.0,2,0.011725306853751349,2.9934186935424805
vae-20,400,1.0,3,0.00690597869373025,2.909808397293091
vae-20,400,1.0,4,0.004192232526808389,1.7045265436172485
vae-20,400,1.0,5,0.010792227180470512,2.9511876106262207
vae-20,400,1.0,6,0.017287988445941337,3.048992395401001
vae-20,400,1.0,7,0.004193705340807584,2.1124579906463623
vae-20,400,1.0,8,0.014492504735169645,3.344792366027832
vae-20,400,1.0,9,0.009045733968013094,3.1243155002593994
vae-30,400,0.0,0,0.0014445421221339792,8.993924140930176
vae-30,400,0.0,1,0.013657677416576754,17.269298553466797
vae-30,400,0.0,2,0.0052735897971386845,13.86367130279541
vae-30,400,0.0,3,0.0025746716000814725,12.096746444702148
vae-30,400,0.0,4,0.0019524655148825262,10.427597045898438
vae-30,400,0.0,5,0.003869111574574089,11.978849411010742
vae-30,400,0.0,6,0.007303044811529613,15.54738712310791
vae-30,400,0.0,7,0.0021125684360481906,11.736642837524414
vae-30,400,0.0,8,0.006220549440428053,14.122652053833008
vae-30,400,0.0,9,0.0030801455049488916,12.994741439819336
vae-30,400,0.01,0,0.0016663026451093253,5.211508750915527
vae-30,400,0.01,1,0.012901328241658735,9.48016357421875
