method,m,l2_penalty,image,per_pixel_error,latent_norm
vae-30,75,0.01,8,0.029082035929331108,8.114184379577637
vae-30,75,0.01,9,0.0046522186292146574,7.330438137054443
vae-30,75,0.1,0,0.0022577159364314684,3.818006992340088
vae-30,75,0.1,1,0.05764655698289079,6.268577575683594
vae-30,75,0.1,2,0.008087122447376454,4.099455833435059
vae-30,75,0.1,3,0.004141791757225761,3.671943187713623
vae-30,75,0.1,4,0.0032315912351723796,2.650164842605591
vae-30,75,0.1,5,0.008441571061084976,4.282203197479248
vae-30,75,0.1,6,0.011968418204002323,5.1495161056518555
vae-30,75,0.1,7,0.003070158493870066,2.539855480194092
vae-30,75,0.1,8,0.029071227738029292,5.260253429412842
vae-30,75,0.1,9,0.006320620992960106,4.257900238037109
vae-30,75,1.0,0,0.006024436730002436,2.4622833728790283
vae-30,75,1.0,1,0.049503284105390725,3.0520336627960205
vae-30,75,1.0,2,0.015349591941381859,2.9555323123931885
vae-30,75,1.0,3,0.007375094597902399,2.8585586547851562
vae-30,75,1.0,4,0.004621596686144347,1.8310083150863647
vae-30,75,1.0,5,0.010466026841238927,3.1357550621032715
vae-30,75,1.0,6,0.021982544817329846,3.0336079597473145
vae-30,75,1.0,7,0.004062213759382922,2.0579075813293457
vae-30,75,1.0,8,0.03738039645006805,3.563570022583008
vae-30,75,1.0,9,0.01934231149148388,3.015166997909546
fcvae-20,75,0.0,0,0.0021602312720961137,8.887767791748047
fcvae-20,75,0.0,1,0.02212471457004403,7.95822811126709
fcvae-20,75,0.0,2,0.004851649161168703,10.927106857299805
fcvae-20,75,0.0,3,0.003532524083640746,6.55854606628418
