better,worse,m,mean_error_better,mean_error_worse,mean_difference,wins,n,p_wilcoxon,p_ttest,p_holm,significant,verdict
dcgan-20,dcgan-30,10,0.09889648155165433,0.07311312069112982,-0.025783360860524508,3,10,0.193359375,0.15642564539566645,0.580078125,False,ns
dcgan-20,dcgan-30,25,0.05709462713439238,0.04592288390687731,-0.011171743227515091,5,10,0.4921875,0.28864909944386186,0.984375,False,ns
dcgan-20,dcgan-30,50,0.042669246704534806,0.034570850645362236,-0.008098396059172572,5,10,0.76953125,0.388595962492453,0.984375,False,ns
dcgan-20,dcgan-30,75,0.024500759376161065,0.03179999198314931,0.007299232606988249,9,10,0.083984375,0.1498759075206495,0.3359375,False,ns
dcgan-20,dcgan-30,100,0.01358619196023296,0.029442453498731046,0.01585626153849809,10,10,0.001953125,0.015306242675470951,0.01953125,True,better
dcgan-20,dcgan-30,200,0.01056707624039083,0.023281624519752388,0.012714548279361563,10,10,0.001953125,0.016965559735398754,0.01953125,True,better
dcgan-20,dcgan-30,300,0.01050411925691675,0.02494077486618752,0.014436655609270769,10,10,0.001953125,0.014773060093684532,0.01953125,True,better
dcgan-20,dcgan-30,400,0.01005047129030314,0.022917073042893067,0.012866601752589931,10,10,0.001953125,0.009299020201503094,0.01953125,True,better
dcgan-20,dcgan-30,500,0.00935977187206381,0.02371623920582319,0.014356467333759379,10,10,0.001953125,0.014509027354166997,0.01953125,True,better
dcgan-20,dcgan-30,750,0.00938709450791551,0.02252886897227288,0.01314177446435737,10,10,0.001953125,0.009362670043151378,0.01953125,True,better
